,highly_variable
HIST1H2AH,True
ZNF184,False
HIST1H2AI,False
HIST1H3H,False
HIST1H2AJ,False
HIST1H2BM,False
HIST1H4J,False
HIST1H2AK,False
HIST1H2BN,False
HIST1H2AL,False
HIST1H1B,True
HIST1H2AM,False
RP1-313I6.12,False
ZSCAN16-AS1,False
ZSCAN16,False
ZSCAN9,True
ZKSCAN4,False
ZSCAN12,False
TRIM27,False
GABBR1,False
HLA-F,False
HLA-G,False
HLA-A,True
ZNRD1-AS1,False
ZNRD1,False
PPP1R11,False
TRIM26,False
HCG18,False
TRIM39,False
RPP21,False
HLA-E,False
GNL1,False
PRR3,False
ABCF1,False
PPP1R10,False
MRPS18B,False
ATAT1,False
C6orf136,False
DHX16,False
PPP1R18,False
NRM,False
MDC1,False
TUBB,False
XXbac-BPG252P9.9,False
FLOT1,False
IER3,True
VARS2,False
CCHCR1,True
TCF19,False
XXbac-BPG299F13.17,False
HLA-C,False
HLA-B,True
XXbac-BPG181B23.7,True
MICA,False
MICB,False
DDX39B,False
NFKBIL1,False
LTA,False
TNF,True
LTB,True
LST1,True
NCR3,True
AIF1,True
PRRC2A,False
BAG6,False
APOM,True
C6orf47,False
GPANK1,False
CSNK2B,False
LY6G5C,False
ABHD16A,False
DDAH2,False
CLIC1,False
VARS,False
LSM2,False
HSPA1L,False
HSPA1A,False
HSPA1B,False
C6orf48,False
NEU1,False
EHMT2,False
NELFE,False
SKIV2L,False
DXO,False
STK19,False
ATF6B,False
FKBPL,False
PRRT1,False
PPT2,False
AGPAT1,False
RNF5,False
AGER,False
PBX2,False
GPSM3,False
NOTCH4,False
HLA-DRA,True
HLA-DRB5,True
HLA-DRB1,True
HLA-DQA1,True
HLA-DQB1,True
HLA-DQA2,True
HLA-DQB2,False
HLA-DOB,True
TAP2-1,False
PSMB8,False
TAPSAR1,False
PSMB9,False
TAP1,False
HLA-DMB,True
HLA-DMA,True
BRD2,False
HLA-DOA,False
HLA-DPA1,True
HLA-DPB1,True
RXRB,False
SLC39A7,False
HSD17B8,False
RING1,False
VPS52,False
RPS18,False
B3GALT4,False
WDR46,False
PFDN6,False
RGL2,False
TAPBP,False
ZBTB22,False
DAXX,False
PHF1,False
CUTA,False
SYNGAP1,False
ZBTB9,False
BAK1,False
ITPR3,False
UQCC2,False
LEMD2,False
HMGA1,False
C6orf1,False
NUDT3,False
RPS10,False
C6orf106,False
RP11-140K17.3,False
SNRPC,False
TAF11,False
ANKS1A,False
ZNF76,False
DEF6,False
PPARD,False
RPL10A,False
FKBP5,False
SRPK1,False
MAPK14,False
MAPK13,False
BRPF3,False
ETV7,False
KCTD20,False
STK38,False
SRSF3,False
CDKN1A,False
CPNE5,False
PPIL1,False
C6orf89,False
PI16,False
MTCH1,False
FGD2,False
COX6A1P2,False
PIM1,False
TBC1D22B,False
RNF8,False
CMTR1,False
CCDC167,False
ZFAND3,False
BTBD9,False
GLO1,False
SAYSD1,False
OARD1,False
NFYA,False
TREML1,True
TFEB,False
PRICKLE4,False
MED20,False
BYSL,False
CCND3,False
TAF8,False
MRPS10,False
TRERF1,False
UBR2,False
TBCC,False
GLTSCR1L,False
RPL7L1,False
C6orf226,False
PTCRA,True
CNPY3,False
RP3-475N16.1,False
PEX6,False
PPP2R5D,False
MEA1,False
KLHDC3,False
RRP36,False
KLC4,False
MRPL2,False
SRF,False
CUL9,False
DNPH1,False
CRIP3,False
ZNF318,False
ABCC10,False
TJAP1,False
POLR1C,False
YIPF3,False
XPO5,False
POLH,False
GTPBP2,False
MAD2L1BP,False
MRPS18A,False
MRPL14,False
TMEM63B,False
SLC29A1,False
HSP90AB1,False
SLC35B2,False
NFKBIE,False
AARS2,False
CDC5L,False
SUPT3H,False
RUNX2,False
RP1-244F24.1,False
RP1-8B1.4,False
ENPP4,True
ENPP5,True
RP11-385F7.1,False
CD2AP,False
MUT,False
CENPQ,False
MCM3,False
PAQR8,False
EFHC1,False
TRAM2,False
TMEM14A,False
GSTA4,False
ICK,True
FBXO9,False
ELOVL5,False
GCLC,False
LRRC1,False
DST,True
KIAA1586,False
ZNF451,False
BAG2,True
PRIM2,False
XXbac-BPGBPG55C20.2,False
PTP4A1,False
PHF3,False
LMBRD1,False
COL19A1,True
C6orf57,False
SMAP1,False
OGFRL1,False
KHDC1,False
RP11-398K22.12,False
MB21D1,False
MTO1,False
EEF1A1,False
SLC17A5,False
COX7A2,False
TMEM30A,False
SENP6,False
MYO6,True
IRAK1BP1,False
PHIP,False
HMGN3,False
ELOVL4,False
BCKDHB,False
FAM46A,False
IBTK,False
TPBG,False
UBE3D,False
DOPEY1,True
PGM3,False
RWDD2A,False
CYB5R4,False
KIAA1009,False
NT5E,False
SNX14,False
SYNCRIP,False
RP1-3J17.3,False
RP11-393I2.4,False
ZNF292,False
SMIM8,False
SLC35A1,False
RARS2,False
ORC3,False
AKIRIN2,False
RNGTT,False
PNRC1,False
PM20D2,False
UBE2J1,False
LYRM2,False
MDN1,True
BACH2,False
MAP3K7,False
MANEA-AS1,False
MANEA,False
UFL1,False
NDUFAF4,False
MMS22L,False
FBXL4,False
COQ3,False
PNISR,False
USP45,False
TSTD3,False
CCNC,False
ASCC3,False
RP3-467N11.1,False
PREP,False
PRDM1,False
ATG5,False
AIM1,False
RTN4IP1,False
QRSL1,False
C6orf203,False
PDSS2,False
SOBP,False
SCML4,False
SEC63,False
RP1-191J18.66,False
OSTM1,False
SNX3,False
LACE1,False
FOXO3,False
ARMC2,False
SESN1,False
CEP57L1,False
CD164,False
RP11-425D10.10,False
SMPD2,False
MICAL1,False
ZBTB24,False
AK9,False
FIG4,False
CDC40,False
CDK19,False
AMD1,False
GTF3C6,False
RPF2,False
SLC16A10,False
KIAA1919,False
REV3L,False
TRAF3IP2-AS1,False
TRAF3IP2,False
FYN,False
TUBE1,False
FAM229B,False
MARCKS,False
HDAC2,False
NT5DC1,False
TSPYL4,False
DSE,False
TSPYL1,False
FAM26F,True
RWDD1,False
ZUFSP,False
KPNA5,False
GOPC,True
DCBLD1,True
NUS1,False
CEP85L,False
MCM9,False
ASF1A,False
FAM184A,False
MAN1A1,False
TBC1D32,False
HSF2,False
SERINC1,False
PKIB,False
SMPDL3A,False
HDDC2,False
NCOA7,True
HINT3,False
TRMT11,False
CENPW,False
RNF146,False
ECHDC1,False
THEMIS,False
PTPRK,False
ARHGAP18,True
L3MBTL3,False
SAMD3,False
EPB41L2,False
AKAP7,False
MED23,False
STX7,False
VNN2,False
SLC18B1,False
RPS12,False
TBPL1,False
SGK1,False
HBS1L,False
AHI1,False
BCLAF1,False
RP3-325F22.5,False
MAP3K5,False
PEX7,False
IFNGR1,False
RP11-356I2.4,False
TNFAIP3,False
PERP,False
HEBP2,False
CCDC28A,False
REPS1,False
ABRACL,False
HECA,False
CITED2,True
VTA1,False
HIVEP2,False
AIG1,False
ADAT2,False
PEX3,False
FUCA2,False
PHACTR2,False
LTV1,False
PLAGL1,True
SF3B5,False
STX11,False
UTRN,False
SHPRH,False
RAB32,True
TAB2,False
ZC3H12D,False
PPIL4,False
GINM1,False
KATNA1,False
LATS1,False
NUP43,False
PCMT1,False
MTHFD1L,False
ZBTB2,False
RMND1,False
C6orf211,False
SYNE1,False
FBXO5,False
MTRF1L,False
IPCEF1,False
SCAF8,False
TFB1M,False
ARID1B,False
TMEM242,False
ZDHHC14,False
SNX9,False
SYNJ2,False
SERAC1,False
GTF2H5,False
RP11-732M18.3,False
TULP4,False
TMEM181,False
DYNLT1,False
SYTL3,True
EZR,False
RSPH3,True
TAGAP,False
SOD2,False
WTAP,False
ACAT2,False
TCP1,False
MRPL18,False
IGF2R,False
RP3-428L16.2,False
MAP3K4,False
AGPAT4,False
CAHM,False
QKI,False
SFT2D1,False
MPC1,False
RPS6KA2,False
RP11-514O12.4,False
RNASET2,False
FGFR1OP,False
CCR6,False
WDR27,False
C6orf120,True
PHF10,False
ERMARD,False
FAM120B,False
PSMB1,False
TBP,True
PDCD2,False
AC093627.10,False
PRKAR1B,False
AC147651.4,False
HEATR2,False
SUN1,False
ADAP1,False
COX19,False
C7orf50,False
GPR146,False
ZFAND2A,False
AC091729.9,False
INTS1,False
MAFK,False
PSMG3,False
PSMG3-AS1,False
AC074389.9,False
MAD1L1,False
FTSJ2,False
NUDT1,False
SNX8,False
EIF3B,False
CHST12,True
LFNG,False
BRAT1,False
IQCE,False
TTYH3,False
GNA12,False
CARD11,False
FOXK1,True
AP5Z1,False
RBAK-RBAKDN,False
RBAK,False
WIPI2,False
FBXL18,False
ACTB,True
RNF216,False
OCM,False
CCZ1,False
PMS2,False
AIMP2,False
EIF2AK1,False
USP42,False
CYTH3,False
FAM220A,False
RAC1,False
DAGLB,False
KDELR2,False
ZDHHC4,False
C7orf26,False
RP11-611L7.1,False
ZNF12,False
CCZ1B,False
C1GALT1,False
MIOS,False
RPA3,False
RPA3-AS1,False
GLCCI1,True
ICA1,False
NDUFA4,False
PHF14,False
TMEM106B,False
ARL4A,False
ANKMY2,False
BZW2,False
TSPAN13,True
AC003075.4,False
AHR,False
SNX13,False
HDAC9,False
TWISTNB,False
SP4,False
CDCA7L,False
TOMM7,False
FAM126A,False
KLHL7,False
NUPL2,False
MALSU1,False
TRA2A,False
CCDC126,False
FAM221A,False
MPP6,False
OSBPL3,False
CYCS,False
C7orf31,False
NFE2L3,False
HNRNPA2B1,False
CBX3,False
SNX10,False
SKAP2,False
HOTAIRM1,False
HIBADH,False
TAX1BP1,False
JAZF1,False
CPVL,True
CHN2,False
SCRN1,False
PLEKHA8,False
NOD1,False
GGCT,False
GARS,False
LSM5,False
AVL9,False
KBTBD2,False
NT5C3A,True
RP9,False
BBS9,False
HERPUD2,False
RP11-379H18.1,False
SEPT7,False
EEPD1,False
AOAH,True
ELMO1,False
NME8,True
STARD3NL,False
VPS41,False
YAE1D1,False
RALA,False
RP11-467D6.1,False
CDK13,False
MPLKIP,False
PSMA2-1,False
MRPL32,False
STK17A,False
COA1,False
BLVRA,False
MRPS24,True
URGCP,False
UBE2D4,False
AC004951.6,False
LINC00957,False
DBNL,False
POLM,False
AEBP1,False
POLD2,False
YKT6,False
NUDCD3,False
DDX56,False
TMED4,False
OGDH,False
ZMIZ2,False
PPIA,False
H2AFV,False
AC004854.4,False
PURB,False
RP4-673M15.1,False
MYO1G,False
SNHG15,False
CCM2,False
TBRG4,False
IGFBP3,True
HUS1,False
UPP1,False
IKZF1,False
FIGNL1,False
SEC61G,False
LANCL2,False
VOPP1,False
GBAS,False
MRPS17-1,False
PSPH,False
CCT6A,False
SUMF2,False
CHCHD2,False
ZNF736,False
ZNF680,False
ZNF107,True
ZNF138,False
ZNF273,False
ZNF117,False
ERV3-1,False
ZNF92,False
VKORC1L1,False
GUSB,False
ASL,False
CRCP,False
TPST1,False
GS1-124K5.3,False
GS1-124K5.4,False
GS1-124K5.11,False
KCTD7,False
RP11-792A8.4,False
TMEM248,False
SBDS,False
TYW1,False
RP11-166O4.6,False
AUTS2,False
POM121,False
RP11-313P13.5,False
NSUN5,False
BAZ1B,False
BCL7B,False
TBL2,False
DNAJC30,False
WBSCR22,False
STX1A,True
ABHD11,False
LIMK1,False
EIF4H,False
LAT2,True
RFC2,False
GTF2I,True
NCF1,True
GTF2IRD2,False
WBSCR16,False
GTF2IRD2B,False
POM121C,False
HIP1,False
RHBDD2,False
POR,False
STYXL1,False
MDH2,False
HSPB1,False
YWHAG,False
ZP3,False
DTX2,True
POMZP3,False
CCDC146,True
FGL2,False
GSAP,True
PTPN12,True
RSBN1L-AS1,False
RSBN1L,False
TMEM60,False
PHTF2,False
CD36,True
AC005076.5,False
DMTF1,False
TMEM243,False
TP53TG1,False
CROT,False
ABCB4,False
ABCB1,False
SLC25A40,False
DBF4,False
SRI,False
GTPBP10,False
MTERF,False
AKAP9,False
KRIT1,False
ANKIB1,True
GATAD1,False
PEX1,False
RBM48,False
FAM133B,False
CDK6,False
SAMD9,False
SAMD9L,True
CCDC132,True
GNG11,True
BET1,False
CASD1,False
PON2,True
SLC25A13,False
SHFM1,False
ACN9,False
ASNS,False
LMTK2,False
TECPR1,False
BRI3,False
TRRAP,False
SMURF1,False
ARPC1A,False
ARPC1B,False
PDAP1,False
BUD31,False
PTCD1,False
CPSF4,False
ATP5J2,False
ZNF789,False
ZNF394,False
ZKSCAN5,False
FAM200A,False
ZNF655,False
ZSCAN25,False
TRIM4,False
ZKSCAN1,False
ZSCAN21,False
ZNF3,False
COPS6,False
MCM7,False
AP4M1,False
TAF6,False
CNPY4,False
MBLAC1,False
LAMTOR4,False
C7orf43,False
GAL3ST4,False
GPC2,True
STAG3,True
PVRIG,False
PILRB,False
PILRA,True
ZCWPW1,False
MEPCE,False
PPP1R35,False
TSC22D4,False
AGFG2,False
LRCH4,False
PCOLCE,False
MOSPD3,False
TFR2,False
GNB2,False
GIGYF1,False
POP7,False
SLC12A9,False
TRIP6,False
SRRT,False
UFSP1,True
RP11-395B7.4,False
TRIM56,False
AP1S1,False
PLOD3,False
ZNHIT1,False
CLDN15,False
FIS1,False
RABL5,True
CUX1,False
SH2B2,False
PRKRIP1,False
ORAI2,True
ALKBH4,False
LRWD1,False
POLR2J,False
POLR2J3,False
UPK3BL,False
FAM185A,False
ARMC10,False
NAPEPLD,False
PMPCB,False
DNAJC2,False
PSMC2,False
ORC5,False
RP11-325F22.2,False
LINC01004,False
KMT2E-AS1,False
KMT2E,False
CTB-152G17.6,False
SRPK2,False
PUS7,False
RINT1,False
ATXN7L1,False
CDHR3,False
SYPL1,False
NAMPT,False
RP11-22N19.2,False
CCDC71L,False
PIK3CG,False
HBP1,False
COG5,False
DUS4L,True
BCAP29,False
AC002467.7,False
CBLL1,False
DLD,False
PNPLA8,False
THAP5,False
DNAJB9,False
IMMP2L,False
LRRN3,False
ZNF277,True
IFRD1,False
TMEM168,False
C7orf60,False
LINC00998,False
MDFIC,False
TES,False
CAPZA2,False
ST7,False
NAA38,False
ING3,False
FAM3C,False
NDUFA5,False
WASL,False
RP11-390E23.6,False
POT1,False
ZNF800,False
GCC1,False
ARF5,False
SND1,False
RBM28,False
IMPDH1,False
HILPDA,False
METTL2B,False
CALU,False
CCDC136,False
ATP6V1F,False
IRF5,False
TNPO3,False
TSPAN33,False
AHCYL2,False
SMKR1,False
RP11-448A19.1,False
NRF1,False
UBE2H,False
ZC3HC1,False
KLHDC10,False
TMEM209,False
CPA5,False
CEP41,False
MEST,False
COPG2,False
RP11-138A9.1,False
LINC-PINT,False
MKLN1,False
CHCHD3,False
EXOC4,False
SLC35B4,False
AKR1B1,False
BPGM,False
C7orf49,False
TMEM140,True
WDR91,False
CNOT4,False
NUP205,False
C7orf73,False
MTPN,False
CREB3L2,False
TRIM24,True
ZC3HAV1,False
UBN2,False
C7orf55,False
C7orf55-LUC7L2,False
RP11-634H22.1,False
HIPK2,False
TBXAS1,False
PARP12,False
KDM7A,False
JHDM1D-AS1,True
SLC37A3,False
MKRN1,False
ADCK2,False
NDUFB2,False
NDUFB2-AS1,False
BRAF,False
MRPS33,False
AGK,False
KIAA1147,False
SSBP1,False
EPHB6,True
GSTK1,False
CASP2,False
AC093673.5,False
ZYX,False
EPHA1,False
EPHA1-AS1,False
FAM115C,False
FAM115A,False
OR2A1-AS1,False
TPK1,False
CNTNAP2,True
RP5-1136G13.2,False
CUL1,False
EZH2,False
PDIA4,False
ZNF786,False
ZNF398,False
ZNF282,False
ZNF212,False
ZNF783,False
ZNF746,False
KRBA1,False
ZNF467,False
ZNF862,False
ATP6V0E2-AS1,False
ATP6V0E2,False
ACTR3C,False
LRRC61,False
ZBED6CL,False
REPIN1,False
ZNF775,False
GIMAP8,True
GIMAP7,False
GIMAP4,False
GIMAP6,False
GIMAP2,False
GIMAP1,False
GIMAP5,False
TMEM176B,True
TMEM176A,False
NOS3,False
ATG9B,False
ABCB8,False
CDK5,False
SLC4A2,False
FASTK,False
TMUB1,False
AGAP3,False
ABCF2,False
CHPF2,False
SMARCD3,False
NUB1,False
WDR86,False
RHEB,False
PRKAG2,False
PRKAG2-AS1,False
GALNT11,False
KMT2C,False
LINC01003,False
ACTR3B,False
PAXIP1-AS2,False
PAXIP1,False
RP11-5C23.1,False
PAXIP1-AS1,False
AC144652.1,False
INSIG1,False
AC009403.2,False
RBM33,False
C7orf13,False
LMBR1,False
NOM1,False
UBE3C,False
DNAJB6,False
PTPRN2,False
NCAPG2,False
ESYT2,False
WDR60,False
PLCXD1,False
GTPBP6,False
LINC00685,False
PPP2R3B,False
CSF2RA,False
IL3RA,True
SLC25A6,False
ASMTL,False
P2RY8,False
AKAP17A,False
DHRSX,False
ZBED1,False
CD99,False
ARSD,True
PRKX,False
RP11-706O15.1,False
RP11-706O15.3,False
HDHD1,False
PNPLA4,False
TBL1X,False
WWC3,False
HCCS,False
MSL3,False
PRPS2,False
TMSB4X,False
TCEANC,False
RAB9A,False
TRAPPC2,False
OFD1,False
GPM6B,False
GEMIN8,False
FANCB,False
MOSPD2,True
PIGA,False
CA5B,False
ZRSR2,False
AP1S2,False
CTPS2,False
SYAP1,False
TXLNG,False
RBBP7,False
SCML1,False
PHKA2,False
PDHA1,False
SH3KBP1,False
CXorf23,True
EIF1AX,False
RPS6KA3,True
CNKSR2,False
MBTPS2,False
SMS,False
PRDX4,False
ACOT9,False
SAT1,True
APOO,False
KLHL15,False
EIF2S3,False
ZFX,False
PDK3,False
POLA1,False
CXorf21,False
GK,False
TAB3,False
CYBB,False
DYNLT3,False
RPGR,True
MID1IP1,False
BCOR,False
ATP6AP2,False
CXorf38,False
MED14,False
MED14-AS1,False
USP9X,False
DDX3X,False
CASK,False
GPR82,False
FUNDC1,False
KDM6A,False
KRBOX4,False
ZNF674-AS1,False
CHST7,False
RP2,False
NDUFB11,False
RBM10,False
UBA1,False
CDK16,False
USP11,False
ZNF41,False
CXorf24,False
ARAF,False
TIMP1,True
CFP,True
ELK1,False
UXT,False
ZNF81,False
ZNF182,False
SLC38A5,False
FTSJ1,False
PORCN,False
EBP,False
TBC1D25,False
AC115618.1,True
RBM3,False
WDR13,False
WAS,False
SUV39H1,False
HDAC6,False
PCSK1N,False
TIMM17B,False
PQBP1,False
SLC35A2,False
PIM2,False
OTUD5,False
GRIPAP1,True
TFE3,False
CCDC120,False
PRAF2,False
WDR45,False
GPKOW,False
MAGIX,False
PLP2,False
PRICKLE3,False
CCDC22,False
FOXP3,False
PPP1R3F,False
RP11-348F1.2,False
GSPT2,False
MAGED1,False
TSPYL2,False
KDM5C,False
SMC1A,False
HSD17B10,False
HUWE1,False
PHF8,False
FAM120C,False
TSR2,False
GNL3L,False
MAGED2,False
APEX2,False
FAM104B,False
PAGE5,True
MAGEH1,False
USP51,False
RRAGB,False
RP13-188A5.1,False
KLF8,False
UBQLN2,False
SPIN2B,False
FAAH2,False
ZXDB,False
ZXDA,False
ARHGEF9,False
ZC4H2,False
LAS1L,False
MSN,False
YIPF6,False
EFNB1,False
PJA1,False
EDA,False
IGBP1,False
PDZD11,False
DLG3,True
SNX12,False
FOXO4,False
CXorf65,False
IL2RG,False
MED12,False
RP5-1091N2.9,False
ZMYM3,False
NONO,False
TAF1,False
OGT,False
CXCR3,True
PIN4,False
RPS4X,False
HDAC8,False
NAP1L2,False
CHIC1,False
XIST,False
JPX,False
FTX,False
RLIM,False
ABCB7,False
UPRT,False
PBDC1,False
MAGEE1,False
ATRX,False
MAGT1,False
COX7B,False
PGK1,False
TAF9B,False
CYSLTR1,False
P2RY10,False
ITM2A,False
BRWD3,True
HMGN5,False
SH3BGRL,False
APOOL,True
CHM,True
NAP1L3,False
DIAPH2,False
CSTF2,False
TRMT2B,False
TIMM8A,True
BTK,False
RPL36A,False
GLA,False
HNRNPH2,False
ARMCX4,False
ARMCX1,False
ARMCX6,False
ARMCX3,False
ARMCX2,False
ZMAT1,True
BEX5,False
ARMCX5,False
GPRASP1,False
BEX4,False
TCEAL8,False
BEX2,False
WBP5,False
NGFRAP1,False
TCEAL4,False
TCEAL3,False
TCEAL1,False
MORF4L2,False
TMSB15B,False
SLC25A53,False
ZCCHC18,True
FAM199X,False
CXorf57,False
MORC4,False
RBM41,False
PRPS1,False
TSC22D3,False
VSIG1,False
PSMD10,True
ATG4A,False
NXT2,False
ACSL4,False
TMEM164,False
AMMECR1,False
GNG5P2,False
ALG13,False
RP1-241P17.4,False
WDR44,False
DOCK11,False
IL13RA1,False
PGRMC1,True
SLC25A43,False
SLC25A5,False
CXorf56,False
UBE2A,False
NKRF,False
SEPT6,False
SOWAHD,False
RPL39,False
UPF3B,False
RNF113A,False
NDUFA1,False
NKAP,False
ZBTB33,False
LAMP2,False
CUL4B,False
MCTS1,False
C1GALT1C1,False
THOC2,False
XIAP,False
STAG2,False
SH2D1A,False
SASH3,False
UTP14A,False
ELF4,False
AIFM1,False
RAB33A,False
SLC25A14,False
RBMX2,False
ENOX2,False
MST4,False
RAP2C,False
RAP2C-AS1,False
MBNL3,False
PHF6,False
HPRT1,False
FAM122B,False
FAM122C,False
MOSPD1,False
FAM127A,False
FAM127B,False
ZNF75D,False
ZNF449,False
DDX26B,False
MMGT1,False
SLC9A6,False
FHL1,False
MAP7D3,False
HTATSF1,False
CD40LG,False
ARHGEF6,False
RBMX,False
ATP11C,False
LDOC1,False
FMR1,False
IDS,False
CXorf40A,False
TMEM185A,False
CXorf40B,False
MTM1,False
MTMR1,False
CD99L2,False
HMGB3,False
VMA21,False
CETN2,False
NSDHL,False
PNMA5,False
ZNF275,False
HAUS7,False
FAM58A,False
RP11-66N11.8,False
BCAP31,False
ABCD1,False
IDH3G,False
SSR4,False
PDZD4,True
ARHGAP4,False
NAA10,False
RENBP,False
HCFC1,False
TMEM187,False
IRAK1,False
MECP2,False
TKTL1,True
FLNA,True
EMD,False
RPL10,False
DNASE1L1,False
TAZ,False
ATP6AP1,False
GDI1,False
FAM50A,False
LAGE3,False
UBL4A,False
SLC10A3,False
FAM3A,False
G6PD,False
GAB3,True
DKC1,False
MPP1,True
F8,False
F8A1,False
FUNDC2,False
CMC4,False
BRCC3,False
VBP1,False
RAB39B,False
CLIC2,False
TMLHE,False
VAMP7,False
FBXO25,False
ERICH1,False
CLN8,False
CTD-2336O2.1,False
KBTBD11,False
MYOM2,True
RP11-115C21.2,False
MCPH1,False
AGPAT5,False
SGK223,False
MFHAS1,False
ERI1,True
TNKS,False
MSRA,False
PINX1,False
XKR6,False
MTMR9,False
BLK,True
NEIL2,False
FDFT1,False
RP11-297N6.4,False
CTSB,False
LONRF1,False
TUSC3,False
MICU3,False
ZDHHC2,False
CNOT7,False
VPS37A,False
MTUS1,False
PCM1,False
ASAH1,False
NAT1,False
CSGALNACT1,False
INTS10,False
ATP6V1B2,False
RP11-369E15.3,True
DOK2,True
XPO7,False
DMTN,True
FAM160B2,False
NUDT18,False
REEP4,False
POLR3D,False
PPP3CC,False
SORBS3,False
PDLIM2,False
C8orf58,False
CCAR2,False
BIN3,False
RP11-875O11.1,False
RHOBTB2,False
TNFRSF10B,False
TNFRSF10A,False
CHMP7,False
R3HCC1,False
ENTPD4,False
SLC25A37,False
ADAM28,False
KCTD9,False
PPP2R2A,False
BNIP3L,False
DPYSL2,False
TRIM35,False
PTK2B,False
EPHX2,False
CLU,True
CCDC25,False
ELP3,False
PNOC,True
ZNF395,False
FZD3,True
EXTL3,False
INTS9,True
HMBOX1,False
KIF13B,False
DUSP4,False
TMEM66,False
RP11-489E7.4,False
LEPROTL1,False
RP11-51J9.5,False
DCTN6,False
GTF2E2,False
GSR,False
PPP2CB,False
WRN,False
RP11-11N9.4,False
FUT10,False
TTI2,False
MAK16,False
ZNF703,False
ERLIN2,False
PROSC,False
BRF2,False
RAB11FIP1,True
EIF4EBP1,False
ASH2L,False
LSM1,False
BAG4,False
DDHD2,False
PPAPDC1B,True
WHSC1L1,False
RP11-350N15.5,False
LETM2,False
FGFR1,False
TACC1,True
PLEKHA2,False
TM2D2,False
GOLGA7,False
GINS4,True
AGPAT6,False
KAT6A,False
RP11-589C21.6,False
RP11-589C21.5,False
AP3M2,False
IKBKB,False
POLB,True
VDAC3,False
SLC20A2,False
SMIM19,False
THAP1,False
RNF170,False
HOOK3,False
FNTA,False
HGSNAT,False
SPIDR,False
CEBPD,True
PRKDC,False
MCM4,False
UBE2V2,False
PCMTD1,False
RP11-110G21.1,False
RB1CC1,False
ATP6V1H,False
TCEA1,False
LYPLA1,False
MRPL15,False
TMEM68,False
TGS1,True
LYN,False
RPS20,False
CHCHD7,False
IMPAD1,False
UBXN2B,False
SDCBP,False
NSMAF,False
TOX,False
RP11-25K19.1,True
RAB2A,False
CHD7,True
AC022182.3,False
ASPH,False
GGH,False
YTHDF3-AS1,False
YTHDF3,False
ARMC1,False
MTFR1,False
PDE7A,True
RRS1,False
ADHFE1,False
MYBL1,True
VCPIP1,False
C8orf44,False
SGK3,False
COPS5,False
CSPP1,False
ARFGEF1,False
NCOA2,False
TRAM1,False
AC120194.1,False
RP11-382J12.1,False
LACTB2,False
MSC,False
TERF1,False
RPL7,False
STAU2,True
UBE2W,False
TCEB1,False
TMEM70,False
GDAP1,False
PEX2,False
PKIA,False
ZC2HC1A,False
IL7,False
MRPS28,True
TPD52,False
ZBTB10,False
PAG1,False
FABP5,False
IMPA1,False
ZFAND1,False
SNX16,False
LRRCC1,False
C8orf59,False
CA13,False
CA2,True
WWP1,False
RMDN1,False
CPNE3,False
RP11-37B2.1,False
RIPK2,False
OSGIN2,False
NBN,False
DECR1,False
TMEM64,False
TMEM55A,False
GS1-251I9.4,False
OTUD6B,False
TRIQK,False
RBM12B,True
TMEM67,False
PDP1,False
RAD54B,False
KIAA1429,False
DPY19L4,False
INTS8,False
NDUFAF6,False
TP53INP1,False
PLEKHF2,False
UQCRB,False
MTERFD1,False
PTDSS1,False
CPQ,False
MTDH,False
LAPTM4B,False
RPL30,False
KB-1208A12.3,False
HRSP12,False
POP1,False
STK3,False
RP11-410L14.2,False
VPS13B,False
COX6C,False
POLR2K,False
RNF19A,False
ANKRD46,False
PABPC1,False
YWHAZ,False
ZNF706,False
NCALD,True
RRM2B,False
UBR5,True
KLF10,False
AZIN1,False
KB-1507C5.2,False
ATP6V1C1,False
SLC25A32,False
DCAF13,False
RP11-395G23.3,False
OXR1,False
EIF3E,False
EMC2,False
NUDCD1,False
ENY2,False
EBAG9,False
TRPS1,False
EIF3H,False
UTP23,True
RAD21,False
MED30,False
SAMD12,False
TAF2,False
MRPL13,False
SNTB1,False
RP11-713M15.2,False
RP11-44N11.2,False
ZHX2,False
DERL1,False
TBC1D31,False
C8orf76,False
ZHX1-C8ORF76,False
ZHX1,False
ATAD2,False
WDYHV1,False
FBXO32,False
FAM91A1,False
RP11-383J24.6,False
TMEM65,False
TRMT12,False
RNF139-AS1,False
RNF139,False
TATDN1,False
NDUFB9,False
MTSS1,True
SQLE,False
KIAA0196,False
NSMCE2,False
TRIB1,False
LINC00861,False
FAM84B,False
MYC,False
FAM49B,False
ASAP1,False
EFR3A,True
TMEM71,False
PHF20L1,False
SLA,False
NDRG1,False
ST3GAL1,False
RP11-629O1.2,False
ZFAT,False
TRAPPC9,False
CHRAC1,False
CASC7,False
AGO2,False
PTK2,False
DENND3,False
RP11-809O17.1,False
PTP4A3,False
TSNARE1,False
THEM6,False
LYPD2,True
LY6E,False
GLI4,False
RP13-582O9.5,False
ZNF696,False
RP13-582O9.7,False
TOP1MT,False
RHPN1,False
ZC3H3,False
GSDMD,False
MROH6,False
NAPRT1,False
RP11-661A12.7,False
EEF1D,False
PYCRL,False
TSTA3,False
ZNF623,False
ZNF707,True
SCRIB,False
PUF60,False
PLEC,False
PARP10,False
GRINA,False
CTD-3065J16.9,False
EXOSC4,False
GPAA1,False
CYC1,False
SHARPIN,False
MAF1,False
MROH1,False
