,highly_variable
DAZAP2,False
SMAGP,False
BIN2,False
CELA1,False
GALNT6,True
ACVR1B,False
GRASP,False
NR4A1,False
C12orf44,False
KRT86,True
KRT72,False
RP11-641A6.2,False
KRT2,False
KRT1,True
KRT18,False
EIF4B,False
SPRYD3,False
IGFBP6,False
CSAD,False
ZNF740,False
ITGB7,False
RARG,False
MFSD5,False
PFDN5,False
C12orf10,False
AAAS,False
SP1,False
PRR13,False
PCBP2,False
RP11-793H13.11,False
TARBP2,False
ATF7,False
ATP5G2,False
CALCOCO1,False
SMUG1,False
CBX5,False
HNRNPA1,False
NFE2,True
COPZ1,False
ZNF385A,False
ITGA5,False
GTSF1,False
NCKAP1L,False
TESPA1,False
BLOC1S1,False
RDH5,False
CD63,True
RP11-644F5.11,False
SARNP,False
ORMDL2,False
DNAJC14,False
WIBG,False
DGKA,False
CDK2,False
RAB5B,False
RPS26,False
PA2G4,False
RPL41,False
ZC3H10,False
ESYT1,False
MYL6B,False
MYL6,False
SMARCC2,False
RNF41,False
NABP2,False
ANKRD52,False
COQ10A,False
CS,False
RP11-977G19.11,False
CNPY2,False
PAN2,False
IL23A,False
STAT2,False
TIMELESS,False
SPRYD4,False
GLS2,False
BAZ2A,False
ATP5B,False
PTGES3,False
NACA,False
PRIM1,False
NAB2,False
STAT6,False
LRP1,False
SHMT2,False
STAC3,False
R3HDM2,True
ARHGAP9,False
MARS,False
DDIT3,False
MBD6,False
DCTN2,False
PIP4K2C,False
DTX3,False
OS9,False
AGAP2,False
TSPAN31,False
CDK4,False
MARCH9,False
METTL1,False
METTL21B,False
TSFM,False
CTDSP2,False
RP11-620J15.3,False
XRCC6BP1,False
SLC16A7,False
FAM19A2,False
USP15,False
MON2,False
C12orf61,False
TMEM5,False
C12orf66,False
XPOT,False
TBK1,False
RASSF3,False
GNS,False
LEMD3,False
LLPH,False
TMBIM4-1,False
IRAK3,False
HELB,False
CAND1,False
DYRK2,False
IFNG,True
MDM1,False
RP11-81H14.2,True
RAP1B,False
RP11-637A17.2,False
NUP107,False
SLC35E3,False
MDM2,False
CPSF6,False
LYZ,True
RP11-1143G9.4,False
YEATS4,False
FRS2,False
CCT2,False
RAB3IP,False
RP11-611E13.2,False
CNOT2,False
ZFC3H1,False
THAP2,False
TMEM19,False
RAB21,False
TBC1D15,False
ATXN7L3B,False
GLIPR1L2,False
GLIPR1,False
KRR1,False
PHLDA1,False
NAP1L1,False
OSBPL8,False
ZDHHC17,False
PAWR,True
PPP1R12A,False
CCDC59,False
METTL25,True
C12orf29,False
CEP290,False
TMTC3,False
DUSP6,False
POC1B,False
RP11-734K2.4,False
ATP2B1,False
LINC00936,True
C12orf79,False
BTG1,False
RP11-796E2.4,False
RP11-693J15.5,False
EEA1,False
NUDT4,False
UBE2N,False
MRPL42,False
SOCS2,False
CRADD,True
PLXNC1,False
CCDC41,False
NDUFA12,False
NR2C1,False
VEZT,True
METAP2,False
USP44,False
SNRPF,False
LTA4H,False
ELK3,False
CDK17,False
NEDD1,False
TMPO-AS1,False
TMPO,False
SLC25A3,False
IKBIP,False
APAF1,False
UHRF1BP1L,True
ACTR6,False
SCYL2,False
UTP20,False
ARL1,False
CHPT1,False
GNPTAB,True
DRAM1,False
CCDC53,False
NUP37,False
C12orf42,False
HSP90B1,False
C12orf73,False
TDG,False
HCFC2,False
NFYB,False
TXNRD1,False
EID3,False
CHST11,False
C12orf45,False
KIAA1033,False
APPL2,False
C12orf75,True
CKAP4,False
TCP11L2,False
POLR3B,False
RIC8B,False
RP11-412D9.4,True
C12orf23,False
MTERFD3,False
CRY1,False
BTBD11,False
PWP1,False
PRDM4,False
CMKLR1,True
FICD,False
SART3,False
ISCU,False
SELPLG,False
CORO1C,False
SSH1,False
USP30,False
USP30-AS1,False
ALKBH2,False
UNG,False
KCTD10,True
UBE3B,False
MMAB,False
MVK,False
GLTP,False
TCHP,True
GIT2,False
ANKRD13A,False
C12orf76,False
ATP2A2,False
ANAPC7,False
ARPC3,False
GPN3,False
FAM216A,False
VPS29,False
PPTC7,False
TCTN1,False
HVCN1,True
PPP1CC,False
FAM109A,True
SH2B3,False
ATXN2,False
BRAP,False
ACAD10,False
ALDH2,False
MAPKAPK5-AS1,False
MAPKAPK5,False
TMEM116,False
ERP29,False
NAA25,False
TRAFD1,False
HECTD4,True
RPL6,False
PTPN11,False
OAS1,False
OAS3,False
OAS2,False
DDX54,False
RITA1,False
TPCN1,True
SLC8B1,False
PLBD2,False
RBM19,False
MED13L,False
MAP1LC3B2,False
C12orf49,False
FBXW8,False
TESC,True
FBXO21,False
RFC5,False
WSB2,False
PEBP1,False
TAOK3,False
SUDS3,False
PRKAB1,False
CCDC64,False
RAB35,False
GCN1L1,False
RPLP0,False
PXN-AS1,False
PXN,False
COX6A1,False
TRIAP1,False
GATC,False
SRSF9,False
DYNLL1,False
COQ5,False
RNF10,False
POP5,False
MLEC,False
UNC119B,False
ACADS,False
SPPL3,False
C12orf43,False
OASL,True
P2RX7,False
P2RX4,False
CAMKK2,False
ANAPC5,False
RNF34,False
KDM2B,False
ORAI1,False
MORN3,False
TMEM120B,False
RHOF,False
AC084018.1,False
SETD1B,False
PSMD9,False
RP11-87C12.2,False
BCL7A,False
MLXIP,True
DIABLO,False
VPS33A,False
CLIP1,False
ZCCHC8,False
RSRC2,False
HCAR3,False
DENR,False
HIP1R,False
VPS37B,False
ABCB9,False
OGFOD2,False
ARL6IP4,False
PITPNM2,False
MPHOSPH9,False
C12orf65,False
CDK2AP1,False
SBNO1,False
hsa-mir-8072,False
SETD8,False
RILPL2,False
SNRNP35,False
TMED2,False
DDX55,False
EIF2B1,False
GTF2H3,False
ATP6V0A2,False
CCDC92,False
ZNF664,False
NCOR2,False
SCARB1,False
UBC,False
DHX37,False
BRI3BP,False
AACS,False
LINC00944,False
SLC15A4,False
STX2,False
RAN,False
SFSWAP,False
MMP17,False
ULK1,False
PUS1,False
EP400,False
EP400NL,True
DDX51,False
NOC4L,False
RP13-977J11.2,False
FBRSL1,False
POLE,False
PXMP2,False
PGAM5,False
ANKLE2,False
GOLGA3,False
CHFR,False
RP11-46H11.12,False
ZNF605,False
ZNF140,False
ZNF891,False
ZNF10,False
ZNF268,False
MPHOSPH8,False
PSPC1,False
ZMYM5,False
ZMYM2,False
CRYL1,False
IFT88,False
N6AMT2,False
XPO4,False
SAP18,False
MRP63,False
LINC00422,False
ZDHHC20,False
MICU2,False
SACS,False
MIPEP,False
SPATA13,False
PARP4,False
CENPJ,True
PABPC3,False
MTMR6,False
NUPL1,False
ATP8A2,False
RNF6,False
CDK8,False
USP12,False
RPL21,True
GTF3A,False
MTIF3,False
LNX2,False
POLR1D,False
ATP5EP2,False
PAN3,False
POMP,False
SLC46A3,False
SLC7A1,False
UBL3,False
LINC00544,False
KATNAL1,False
LINC00426,False
HMGB1,False
USPL1,False
ALOX5AP,True
HSPH1,False
B3GALTL,False
FRY,False
BRCA2,False
N4BP2L1,False
N4BP2L2,False
PDS5B,True
RFC3,True
SPG20,False
RFXAP,False
ALG5,False
EXOSC8,False
SUPT20H,False
UFM1,False
PROSER1,False
NHLRC3,False
COG6,True
FOXO1,False
MRPS31,False
SLC25A15,True
ELF1,False
WBP4,False
KBTBD6,True
KBTBD7,False
MTRF1,False
NAA16,False
RGCC,False
VWA8,False
DGKH,True
AKAP11,False
EPSTI1,False
DNAJC15,False
CCDC122,True
TSC22D1,True
NUFIP1,False
GPALPP1,False
GTF2F2,False
TPT1,False
RP11-290D2.6,False
TPT1-AS1,False
COG3,False
ZC3H13,False
LCP1,False
KIAA0226L,True
LRCH1,False
ESD,False
SUCLA2,False
NUDT15,False
MED4,False
ITM2B,False
RB1,False
LPAR6,False
RCBTB2,True
FNDC3A,False
CDADC1,False
CAB39L,False
SETDB2,False
PHF11,False
RCBTB1,False
ARL11,False
EBPL,False
KPNA3,False
SPRYD7,False
TRIM13,False
DLEU1,False
RNASEH2B,False
INTS6,False
INTS6-AS1,False
WDFY2,False
DHRS12,False
RP11-327P2.5,False
ALG11,False
UTP14C,False
NEK3,False
VPS36,False
CKAP2,False
HNRNPA1L2,False
SUGT1,False
TDRD3,False
MZT1,False
BORA,False
DIS3,False
PIBF1,False
KLF12,False
LINC00402,False
TBC1D4,False
COMMD6,False
UCHL3,False
LMO7,False
KCTD12,False
CLN5,False
FBXL3,False
MYCBP2,False
SLAIN1,False
RNF219,False
RBM26,False
RBM26-AS1,False
NDFIP2,False
TGDS,False
GPR180,False
DNAJC3-AS1,False
DNAJC3,False
MBNL2,False
RAP2A,False
IPO5,False
STK24,False
DOCK9,False
DOCK9-AS2,False
UBAC2-AS1,False
UBAC2,False
GPR18,False
GPR183,False
TM9SF2,False
CLYBL,False
PCCA,False
GGACT,False
TMTC4,False
FGF14-AS2,True
TPP2,False
TEX30,False
BIVM,False
ERCC5,False
ARGLU1,False
LIG4,True
ABHD13,False
TNFSF13B,False
IRS2,False
RAB20,False
CARKD,False
CARS2,False
ING1,False
ANKRD10,False
ARHGEF7,False
TUBGCP3,False
ATP11A,False
MCF2L,False
MCF2L-AS1,False
PCID2,False
CUL4A,False
LAMP1,False
DCUN1D2,False
TMCO3,True
TFDP1,False
GAS6,False
RASA3,False
CDC16,False
UPF3A,False
CHAMP1,False
TTC5,False
CCNB1IP1,False
RPPH1,False
PARP2,False
TEP1,False
OSGEP,False
APEX1,False
TMEM55B,False
PNP,False
ANG,False
RNASE6,True
METTL17,False
NDRG2,False
ZNF219,False
HNRNPC,False
SUPT16H,False
CHD8,False
RAB2B,False
TOX4,False
METTL3,False
DAD1,False
ABHD4,False
OXA1L,False
SLC7A7,False
MRPL52,False
LRP10,False
REM2,False
RBM23,False
PRMT5,False
HAUS4,False
C14orf93,False
PSMB5,False
ACIN1,False
C14orf119,False
CEBPE,False
HOMEZ,False
PPP1R3E,False
PABPN1,False
SLC22A17,False
NGDN,False
RP11-66N24.4,False
AP1G2,False
RP11-66N24.3,False
DHRS4,False
DHRS4L2,False
NRL,False
PCK2,False
DCAF11,False
PSME1,False
EMC9,False
RP11-468E2.5,False
PSME2,False
RP11-468E2.4,False
IRF9,False
REC8,False
IPO4,False
TM9SF1,False
CHMP4A,False
MDP1,False
NEDD8,False
GMPR2,False
TINF2,False
RABGGTA,False
DHRS1,False
NOP9,False
CIDEB,False
LTB4R,False
RIPK3,False
KHNYN,True
SDR39U1,False
GZMH,True
GZMB,True
G2E3,False
SCFD1,False
COCH,True
STRN3,False
AP4S1,True
HECTD1,False
HEATR5A,False
RP11-176H8.1,False
DTD2,False
NUBPL,False
ARHGAP5-AS1,False
ARHGAP5,False
EGLN3,False
SPTSSA,False
EAPP,False
SNX6,False
CFL2,False
BAZ1A,False
RP11-73E17.2,False
SRP54,False
FAM177A1,False
PPP2R3C,False
PSMA6,False
NFKBIA,True
RALGAPA1,True
BRMS1L,False
MBIP,False
SEC23A,False
GEMIN2,False
TRAPPC6B,False
PNN,False
CTAGE5,False
RP11-407N17.5,False
FBXO33,False
C14orf28,True
KLHL28,False
FAM179B,False
PRPF39,False
FKBP3,False
FANCM,False
MIS18BP1,False
RPS29,False
RN7SL1,False
AL139099.1,False
LRR1,False
RPL36AL,False
MGAT2,False
RP11-649E7.5,False
DNAAF2,False
KLHDC1,False
KLHDC2,False
NEMF,False
ARF6,False
C14orf182,False
RP11-58E21.3,False
VCPKMT,False
SOS2,False
L2HGDH,False
ATP5S,False
CDKL1,False
MAP4K5,False
ATL1,False
SAV1,False
NIN,True
PYGL,False
TMX1,False
GNG2,False
C14orf166,False
PTGDR,True
PTGER2,False
GPR137C,True
ERO1L,False
PSMC6,False
STYX,False
GNPNAT1,False
DDHD1,False
CDKN3,False
CNIH1,False
GMFB,False
CGRRF1,False
SAMD4A,False
GCH1,False
SOCS4,False
MAPK1IP1L,False
LGALS3,True
FBXO34,False
ATG14,False
KTN1,False
TMEM260,False
EXOC5,False
AP5M1,False
NAA30,False
ACTR10,False
PSMA3,False
RP11-349A22.5,False
ARID4A,False
TIMM9,False
KIAA0586,False
DAAM1,False
L3HYPDH,False
JKAMP,False
PCNXL4,False
DHRS7,False
PPM1A,True
MNAT1,False
TRMT5,False
SLC38A6,False
PRKCH,False
TMEM30B,False
HIF1A,False
SNAPC1,False
PPP2R5E,False
WDR89,False
SGPP1,False
SYNE2,True
MTHFD1,False
ZBTB25,False
ZBTB1,False
PLEKHG3,False
CHURC1,False
FNTB,False
RAB15,True
MAX,False
FUT8,False
GPHN,False
FAM71D,False
MPP5,False
ATP6V1D,False
EIF2S1,False
TMEM229B,False
PIGH,False
VTI1B,False
RDH11,False
ZFYVE26,False
RAD51B,False
ZFP36L1,False
ACTN1,False
DCAF5,False
EXD2,False
ERH,False
SLC39A9,False
KIAA0247,False
SRSF5,False
COX16,False
SYNJ2BP,False
MED6,False
TTC9,False
PCNX,False
SIPA1L1,False
DCAF4,False
ZFYVE1,True
RBM25,False
PSEN1,False
NUMB,False
ACOT2,False
ACOT4,False
DNAL1,False
PNMA1,False
ELMSAN1,False
RP5-1021I20.1,False
PTGR2,False
FAM161B,False
COQ6,False
ENTPD5,False
CCDC176,False
ALDH6A1,False
LIN52,False
ABCD4,False
NPC2,True
ISCA2,False
AREL1,False
FCF1,False
YLPM1,False
DLST,False
RPS6KL1,False
EIF2B2,False
MLH3,False
ACYP1,False
NEK9,False
TMED10,False
FOS,True
BATF,False
TTLL5,False
C14orf1,False
IFT43,False
GPATCH2L,False
VASH1,False
RP11-488C13.5,True
ANGEL1,False
IRF2BPL,False
CIPC,True
GSTZ1,False
TMED8,False
VIPAS39,False
AHSA1,False
SPTLC2,False
ALKBH1,False
SLIRP,False
SNW1,False
ADCK1,False
CEP128,False
GTF2A1,False
SEL1L,False
CTD-2341M24.1,False
GALC,False
GPR65,False
SPATA7,False
ZC3H14,False
FOXN3,False
EFCAB11,False
TDP1,False
PSMC1,False
NRDE2,False
CALM1,False
RPS6KA5,False
C14orf159,False
GPR68,True
CCDC88C,False
SMEK1,False
TC2N,False
FBLN5,False
TRIP11,False
ATXN3,False
NDUFB1,False
CPSF2,False
SLC24A4,False
RIN3,False
LGMN,False
GOLGA5,False
ITPK1,False
MOAP1,False
TMEM251,False
C14orf142,False
UBR7,False
BTBD7,False
ASB2,False
DDX24,False
IFI27L1,False
IFI27,True
IFI27L2,False
SERPINA1,True
DICER1,False
DICER1-AS1,False
LINC00341,False
SYNE3,False
SNHG10,False
GLRX5,False
TCL1A,True
RP11-164H13.1,True
C14orf132,False
ATG2B,False
GSKIP,False
RP11-872J21.3,False
PAPOLA,False
VRK1,False
C14orf64,False
RP11-61O1.2,False
BCL11B,False
SETD3,False
CCNK,True
EVL,False
YY1,False
WARS,False
WDR25,False
RP11-796G6.2,False
PPP2R5C,False
RP11-1017G21.5,True
DYNC1H1,False
HSP90AA1,False
WDR20,False
ZNF839,False
CINP,False
TECPR2,False
RCOR1,False
TRAF3,False
AMN,False
TNFAIP2,True
EIF5,False
MARK3,False
CKB,False
TRMT61A,False
BAG5,False
KLC1,False
APOPT1,False
XRCC3,False
ZFYVE21,False
PPP1R13B,False
C14orf2,False
INF2,False
ADSSL1,False
SIVA1,False
AKT1,False
PLD4,True
CDCA4,False
GPR132,False
NUDT14,False
BRF1,False
BTBD6,False
PACS2,False
MTA1,False
CRIP2,True
CRIP1,False
C14orf80,False
TMEM121,False
AL928768.3,True
KIAA0125,True
TUBGCP5,False
CYFIP1,False
NIPA2,False
NIPA1,False
SNRPN,False
SNURF,False
UBE3A,False
ATP10A,False
HERC2,False
APBA2,False
NDNL2,False
ARHGAP11B,False
FAN1,False
MTMR10,False
RP11-16E12.1,False
RP11-16E12.2,False
KLF13,False
FMN1,False
AVEN,False
EMC7,False
PGBD4,False
KATNBL1,False
EMC4,False
SLC12A6,False
NOP10,False
LPCAT4,False
GOLGA8A,False
GOLGA8B,False
AQR,False
ZNF770,False
DPH6,False
C15orf41,False
RP11-1008C21.1,False
FAM98B,False
RASGRP1,False
EIF2AK4,False
SRP14,False
SRP14-AS1,False
BMF,False
PLCB2,False
KNSTRN,False
IVD,False
BAHD1,False
CHST14,False
C15orf57,False
RPUSD2,False
RMDN3,False
GCHFR,False
DNAJC17,False
ZFYVE19,False
RP11-532F12.5,False
SPINT1,False
VPS18,False
INO80,False
CHP1,False
NUSAP1,True
NDUFAF1,False
RTF1,False
LTK,False
RPAP1,False
MGA,False
MAPKBP1,False
RP11-23P13.6,True
EHD4,False
VPS39,False
TMEM87A,False
GANC,False
CAPN3,False
ZNF106,False
SNAP23,False
LRRC57,False
HAUS2,False
TTBK2,False
UBR1,False
TMEM62,False
CCNDBP1,False
LCMT2,False
ADAL,False
ZSCAN29,True
TUBGCP4,True
TP53BP1,True
MAP1A,True
CATSPER2,False
PDIA3,False
SERF2,False
HYPK,False
MFAP1,False
WDR76,False
CASC4,False
CTDSPL2,False
EIF3J-AS1,False
EIF3J,False
SPG11,False
PATL2,True
B2M,True
TRIM69,False
SORD,False
GATM,True
SPATA5L1,False
BLOC1S6,False
SQRDL,False
MYEF2,False
DUT,False
CEP152,False
EID1,False
SECISBP2L,True
COPS2,False
GALK2,False
FAM227B,False
DTWD1,False
GABPB1,False
USP8,False
TRPM7,False
SPPL2A,False
AP4E1,False
LYSMD2,False
TMOD2,False
TMOD3,False
LEO1,False
MAPK6,False
GNB5,False
RP11-430B1.2,False
MYO5A,False
ARPP19,False
FAM214A,False
RSL24D1,False
RAB27A,False
RP11-139H15.1,False
PIGB,False
CCPG1,True
RFX7,False
ZNF280D,False
TCF12,False
LINC00926,True
POLR2M,False
ADAM10,False
FAM63B,True
RNF111,False
SLTM,False
GTF2A2,False
BNIP2,False
ANXA2,True
NARG2,False
RORA,False
VPS13C,False
TPM1,True
LACTB,False
RPS27L,False
RAB8B,False
APH1B,False
USP3,False
FBXL22,False
HERC1,False
DAPK2,True
FAM96A,False
SNX1,False
SNX22,True
PPIB,False
CSNK1G1,False
KIAA0101,False
TRIP4,False
ZNF609,False
OAZ2,False
PIF1,True
PLEKHO2,False
ANKDD1A,False
SPG21,False
MTFMT,False
PDCD7,False
CLPX,False
PARP16,False
DPP8,False
PTPLAD1,False
VWA9,False
DENND4A,False
RAB11A,False
DIS3L,False
TIPIN,False
MAP2K1,False
CTD-3185P2.1,False
SNAPC5,False
RPL4,False
ZWILCH,False
SMAD3,True
AAGAB,False
IQCH-AS1,False
C15orf61,False
MAP2K5,False
PIAS1,False
CLN6,False
FEM1B,False
ANP32A,False
RPLP1,False
TLE3,False
MYO9A,False
PKM,False
PARP6,False
HEXA,False
RP11-1007O24.3,False
ARIH1,False
BBS4,False
ADPGK,False
ADPGK-AS1,False
NPTN,False
LOXL1-AS1,False
LOXL1,False
STOML1,False
PML,False
UBL7,False
UBL7-AS1,True
ARID3B,False
CLK3,False
EDC3,False
CSK,False
ULK3,False
SCAMP2,False
MPI,False
FAM219B,False
COX5A,False
RPP25,False
PPCDC,False
C15orf39,False
COMMD4,False
NEIL1,True
MAN2C1,False
RP11-817O13.8,False
SIN3A,False
PTPN9,False
SNUPN,False
IMP3,False
UBE2Q2,False
FBXO22,False
ETFA,False
SCAPER,False
RCN2,False
PSTPIP1,False
TSPAN3,False
HMG20A,False
TBC1D2B,False
IDH3A,False
DNAJA4,False
WDR61,False
IREB2,False
HYKK,False
PSMA4,False
MORF4L1,False
CTSH,False
TMED3,False
MTHFS,False
ST20,False
BCL2A1,False
ZFAND6,False
FAH,False
MESDC2,False
MESDC1,False
IL16,False
STARD5,False
EFTUD1,False
RPS17,False
RPS17L,False
RP11-752G15.6,False
WHAMM,False
FAM103A1,False
C15orf40,False
BTBD1,False
TM6SF1,True
HDGFRP3,True
ZSCAN2,True
WDR73,False
NMB,False
SEC11A,False
ZNF592,False
PDE8A,False
AKAP13,False
MRPL46,False
MRPS11,False
DET1,False
AEN,True
ISG20,False
HAPLN3,False
MFGE8,False
ABHD2,False
POLG,False
PEX11A,True
MESP1,False
ANPEP,False
AP3S2,False
ZNF710,False
IDH2,False
SEMA4B,False
CIB1,False
NGRN,False
IQGAP1,False
CRTC3,False
BLM,False
FURIN,False
FES,False
MAN2A2,False
UNC45A,False
HDDC3,False
RCCD1,False
PRC1,False
VPS33B,False
SLCO3A1,False
FAM174B,False
CHD2,False
MCTP2,True
IGF1R,False
LRRC28,True
MEF2A,False
LYSMD4,False
SPATA41,False
RP11-526I2.5,False
LINS,False
ASB7,False
CHSY1,False
VIMP,False
SNRPA1,False
TM2D3,False
TARSL2,False
WASH4P,False
WASIR2,False
POLR3K,False
SNRNP25,False
MPG,False
NPRL3,False
LUC7L,False
ITFG3,False
AXIN1,False
MRPL28,False
TMEM8A,False
NME4,False
DECR2,False
CAPN15,False
PIGQ,False
NHLRC4,False
RAB40C,False
C16orf13,False
FAM195A,False
RHOT2,False
RHBDL1,False
STUB1,False
JMJD8,False
WDR24,False
FBXL16,False
METRN,False
FAM173A,False
HAGHL,False
NARFL,False
RPUSD1,False
CHTF18,True
LMF1,False
RP11-161M6.2,False
RP11-161M6.3,False
UBE2I,False
TSR3,False
GNPTG,False
UNKL,False
C16orf91,False
CLCN7,False
TELO2,False
IFT140,False
TMEM204,False
CRAMP1L,False
LA16c-431H6.6,True
HN1L,True
MAPK8IP3,False
NME3,False
MRPS34,False
EME2,False
SPSB3,False
NUBP2,False
HAGH,False
FAHD1,False
MSRB1,False
NDUFB10,False
RPS2,False
SNHG9,False
TBL3,False
GFER,False
ZNF598,False
SLC9A3R2,False
NTHL1,False
TSC2,False
PKD1,False
RP11-304L19.5,False
TRAF7,False
MLST8,False
BRICD5,False
PGP,False
E4F1,False
ECI1,False
RNPS1,False
AMDHD2,False
PDPK1,False
KCTD5,False
SRRM2,False
TCEB2,False
PRSS21,False
ZG16B,False
FLYWCH2,False
FLYWCH1,False
PAQR4,False
HCFC1R1,False
THOC6,False
RP11-473M20.7,True
IL32,True
RP11-473M20.9,False
RP11-473M20.14,False
ZNF213,False
RP11-473M20.16,False
ZNF200,False
MEFV,False
ZNF263,False
TIGD7,False
ZNF75A,False
NAA60,False
ZSCAN32,False
ZNF174,False
NAA60-1,False
CLUAP1,False
DNASE1,False
TRAP1,False
CREBBP,False
RP11-95P2.1,True
TFAP4,False
PAM16,False
CORO7,False
DNAJA3,False
NMRAL1,False
HMOX2,False
CDIP1,False
UBALD1,False
MGRN1,False
NUDT16L1,False
ANKS3,False
ZNF500,False
ROGDI,False
GLYR1,False
UBN1,False
NAGPA,False
ALG1,False
FAM86A,False
METTL22,False
ABAT,False
TMEM186,False
PMM2,False
CARHSP1,False
USP7,False
C16orf72,False
RP11-473I1.5,False
ATF7IP2,False
NUBP1,False
CIITA,False
DEXI,False
CLEC16A,False
RMI2,True
SOCS1,False
LITAF,False
SNN,False
TXNDC11,False
RP11-490O6.2,False
ZC3H7A,False
RSL1D1,False
GSPT1,False
TNFRSF17,True
SNX29,False
CPPED1,False
ERCC4,False
MKL2,False
PARN,False
BFAR,False
NOMO1,False
NPIPA1,False
PDXDC1,False
NTAN1,False
RRN3,False
C16orf45,False
KIAA0430,False
NDE1,False
FOPNL,False
ABCC1,False
XYLT1,False
CTD-2576D5.4,False
RPS15A,False
ARL6IP1,False
SMG1,False
COQ7,False
SYT17,False
GDE1,False
CCP110,False
C16orf62,False
KNOP1,False
IQCK,True
ACSM3,False
THUMPD1,False
LYRM1,False
TMEM159,True
NPIPB3,False
METTL9,False
IGSF6,True
UQCRC2,False
C16orf52,False
SDR42E2,False
POLR3E,False
CDR2,False
COG7,False
CTD-2270L9.4,True
GGA2,False
EARS2,False
UBFD1,False
NDUFAB1,False
PALB2,False
DCTN5,False
PRKCB,False
RBBP6,False
TNRC6A,False
ARHGAP17,True
RP11-449H11.1,False
LCMT1,False
KDM8,False
NSMCE1,False
CTD-3203P2.2,False
IL4R,False
IL21R,False
GTF3C1,True
XPO6,False
SBK1,False
CLN3-1,False
APOBR,False
CCDC101,False
SULT1A1,False
ATXN2L,False
TUFM,False
SH2B1,False
RP11-22P6.2,False
RP11-22P6.3,False
RABEP2,False
CD19,True
NFATC2IP,False
SPNS1,False
LAT,False
RP11-426C22.5,False
SNX29P2,False
NPIPB11,False
RP11-345J4.5,False
SPN,False
QPRT,False
C16orf54,False
KIF22,False
MAZ,False
AC009133.14,False
MVP,False
CDIPT,False
KCTD13,False
TMEM219,False
TAOK2,False
HIRIP3,False
INO80E,False
ALDOA,False
PPP4C,False
YPEL3,False
GDPD3,False
MAPK3,False
CORO1A,False
RP11-455F5.5,False
BOLA2B,False
SULT1A3,False
RP11-347C12.1,False
CD2BP2,False
TBC1D10B,False
MYLPF,False
ZNF48,False
SEPT1,False
ZNF771,False
DCTPP1,False
SEPHS2,False
ITGAL,False
ZNF768,False
ZNF747,False
AC002310.12,False
ZNF764,True
ZNF688,False
ZNF785,False
ZNF689,False
PRR14,False
FBRS,False
RP11-146F11.1,False
SRCAP,False
PHKG2,False
C16orf93,False
RNF40,False
BCL7C,False
MIR4519,False
ORAI3,False
SETD1A,False
STX4,False
ZNF668,False
ZNF646,False
VKORC1,False
BCKDK,False
KAT8,False
PRSS36,False
FUS,False
PYCARD,True
C16orf98,False
ITGAM,True
ITGAX,False
RP11-452L6.5,True
ARMC5,False
TGFB1I1,False
SLC5A2,False
AC026471.6,False
C16orf58,False
ZNF720,False
ZNF267,False
TP53TG3D,False
VPS35,False
ORC6,False
C16orf87,False
DNAJA2,False
ITFG1,False
PHKB,False
LONP2,False
SIAH1,False
N4BP1,False
CNEP1R1,False
HEATR3,False
PAPD5,False
ADCY7,False
BRD7,False
SNX20,False
CYLD,False
CHD9,False
RBL2,False
AKTIP,False
FTO,False
LPCAT2,False
GNAO1,False
AMFR,False
NUDT21,False
OGFOD1,False
BBS2,False
MT2A,False
MT1E,False
MT1F,False
MT1X,False
NUP93,False
HERPUD1,False
NLRC5,False
CPNE2,True
FAM192A,False
RSPRY1,False
ARL2BP,False
PLLP,False
CIAPIN1,False
COQ9,False
POLR2C,False
CCDC102A,False
GPR114,True
GPR56,True
KATNB1,False
KIFC3,True
TEPP,False
ZNF319,False
USB1,False
C16orf80,False
CSNK2A2,False
GINS3,False
SETD6,False
CNOT1,False
SLC38A7,False
GOT2,False
LINC00920,False
TK2,False
CKLF,False
CMTM3,False
DYNC1LI2,False
NAE1,False
FAM96B,False
CES2,False
CES4A,False
CBFB,False
C16orf70,False
B3GNT9,False
TRADD,False
FBXL8,False
E2F4,False
ELMO3,False
LRRC29,False
TMEM208,False
FHOD1,False
PLEKHG4,False
TPPP3,True
ZDHHC1,False
ATP6V0D1,False
FAM65A,False
CTD-2012K14.7,False
CTCF,False
RLTPR,False
ACD,False
PARD6A,False
C16orf86,False
GFOD2,False
RANBP10,False
CENPT,False
THAP11,False
NUTF2,False
PSKH1,False
CTC-479C5.12,False
PSMB10,False
SLC12A4,False
DPEP2,False
DUS2,False
DDX28,False
NFATC3,False
PLA2G15,False
SLC7A6,False
SLC7A6OS,False
PRMT7,False
SMPD3,True
ZFP90,True
TANGO6,False
CHTF8,False
CIRH1A,False
SNTB2,False
VPS4A,False
COG8,False
NIP7,False
TERF2,False
CYB5B,False
NFAT5,False
NQO1,False
NOB1,False
WWP2,False
PDPR,False
EXOSC6,False
AARS,False
DDX19B,False
DDX19A,False
ST3GAL2,False
FUK,False
COG4,False
SF3B3,False
VAC14,False
CMTR2,False
AP1G1,False
ATXN1L,False
IST1,False
ZNF821,False
DHODH,False
TXNL4B,False
DHX38,False
ZFHX3,False
PSMD7,False
RP11-252A24.3,False
NPIPB15,False
RP11-252A24.7,False
GLG1,False
RFWD3,True
MLKL,False
WDR59,False
ZNRF1,False
ZFP1,False
CFDP1,False
TMEM170A,False
GABARAPL2,False
ADAT1,False
